query_target	query_conf	hit_uniprot	is_self	idf	node_count	min_rmsd	plddt	n_matched	best_pocket_rank	best_pocket_prob	overlap_count	overlap_frac	status	confidence
6GH9	holo	Q969N2	0	1.7096	3	0.0952	87.31	6			0	0.00	non_pocket	
6GH9	holo	Q9UK80	0	1.7052	3	0.3892	69.72	6	5	0.019	1	0.17	pocket_supported	low
6GH9	holo	O43423	0	1.6980	4	0.3311	79.23	2			0	0.00	non_pocket	
6GH9	holo	P20933	0	1.6839	4	1.2763	91.83	5			0	0.00	non_pocket	
6GH9	holo	P01714	0	1.6758	2	0.1136	89.43	2			0	0.00	non_pocket	
6GH9	holo	Q6QN14	0	1.6683	3	0.4651	79.09	4			0	0.00	non_pocket	
6GH9	holo	Q8NBE8	0	1.6652	3	1.4179	90.26	6	1	0.956	1	0.17	pocket_supported	low
6GH9	holo	Q6ZRI0	0	1.6578	4	0.6323	77.85	8	1	0.897	3	0.38	pocket_supported	medium
6GH9	holo	P21589	0	1.6489	4	1.3467	91.90	9	1	0.969	2	0.22	pocket_supported	medium
6GH9	holo	O43827	0	1.6404	3	1.3861	86.15	6			0	0.00	non_pocket	
6GH9	holo	Q9UQ52	0	1.6298	4	0.2519	86.06	6			0	0.00	non_pocket	
6GH9	holo	Q9Y6X5	0	1.6075	3	0.6238	92.31	5	3	0.033	1	0.20	pocket_supported	low
6GH9	holo	O95834	0	1.6044	5	1.5778	95.70	8	6	0.050	1	0.12	pocket_supported	medium
6GH9	holo	A6NHM9	0	1.6016	3	1.3976	89.96	5			0	0.00	non_pocket	
6GH9	holo	O60701	0	1.6015	3	1.2507	93.84	5	1	0.954	1	0.20	pocket_supported	low
6GH9	holo	O43248	0	1.5996	2	0.1799	59.37	4			0	0.00	non_pocket	
6GH9	holo	Q96SN7	0	1.5990	2	0.5220	80.21	2			0	0.00	non_pocket	
6GH9	holo	O60762	0	1.5901	3	1.3995	88.69	5			0	0.00	non_pocket	
6GH9	holo	Q9UGV2	0	1.5867	3	0.8271	81.06	4	6	0.009	1	0.25	pocket_supported	low
6GH9	holo	P50053	0	1.5698	4	0.0692	97.43	4	1	0.952	1	0.25	pocket_supported	medium
6GH9	holo	P05112	0	1.5656	2	0.4195	86.91	2			0	0.00	non_pocket	
6GH9	holo	O60687	0	1.5626	4	0.0906	86.81	6	6	0.017	1	0.17	pocket_supported	medium
6GH9	holo	O95825	0	1.5613	3	0.2564	91.79	4			0	0.00	non_pocket	
6GH9	holo	P47895	0	1.5592	3	1.1059	95.65	6	1	0.910	1	0.17	pocket_supported	low
6GH9	holo	O43424	0	1.5537	4	0.6110	75.87	6	9	0.035	1	0.17	pocket_supported	medium
6GH9	holo	P23945	0	1.5524	4	1.4082	81.74	8	4	0.136	1	0.12	pocket_supported	medium
6GH9	holo	O94788	0	1.5501	3	1.1192	95.89	5	1	0.912	1	0.20	pocket_supported	low
6GH9	holo	A8MWK0	0	1.5479	4	0.7457	86.20	4			0	0.00	non_pocket	
6GH9	holo	Q6DKI1	0	1.5439	2	0.2210	87.50	2			0	0.00	non_pocket	
6GH9	holo	Q075Z2	0	1.5436	2	0.9195	82.73	2			0	0.00	non_pocket	
6GH9	holo	Q7Z3D6	0	1.5394	3	0.3950	86.60	3	1	0.765	2	0.67	pocket_supported	medium
6GH9	holo	O15230	0	1.5354	4	0.9181	80.85	11	3	0.428	2	0.18	pocket_supported	medium
6GH9	holo	P08842	0	1.5296	3	1.7379	94.43	7	1	0.946	1	0.14	pocket_supported	low
6GH9	holo	Q8WWQ2	0	1.5219	5	1.1204	82.40	7	1	0.871	1	0.14	pocket_supported	medium
6GH9	holo	Q9UNH6	0	1.5171	4	2.2116	85.81	5	1	0.282	1	0.20	pocket_supported	medium
6GH9	apo	Q13107	0	8.6411	7	0.3807	75.93	14	1	0.458	2	0.14	pocket_supported	medium
6GH9	apo	Q9Y4E8	1	7.8029	6	0.2936	75.38	9	15	0.019	3	0.33	is_self	
6GH9	apo	Q6QN14	0	7.1243	5	0.3304	79.09	6			0	0.00	non_pocket	
6GH9	apo	A6NCW0	0	7.0595	5	0.4052	67.76	6			0	0.00	non_pocket	
6GH9	apo	P40818	0	6.6729	7	0.3996	71.25	16	1	0.192	2	0.12	pocket_supported	medium
6GH9	apo	P54578	0	6.6473	5	0.3166	81.87	6			0	0.00	non_pocket	
6GH9	apo	C9JLJ4	0	6.4039	5	0.4032	68.32	6			0	0.00	non_pocket	
6GH9	apo	C9JPN9	0	6.4039	5	0.4209	67.89	6			0	0.00	non_pocket	
6GH9	apo	C9JJH3	0	6.4039	5	0.4350	67.09	6			0	0.00	non_pocket	
6GH9	apo	D6R901	0	6.4039	5	0.4446	67.81	6			0	0.00	non_pocket	
6GH9	apo	O94966	0	6.3103	7	0.3301	67.97	7	3	0.215	5	0.71	pocket_supported	high
6GH9	apo	A8MUK1	0	6.1737	5	0.4092	67.93	6			0	0.00	non_pocket	
6GH9	apo	D6RJB6	0	6.1363	5	0.3493	68.11	6			0	0.00	non_pocket	
6GH9	apo	C9JVI0	0	6.1363	5	0.3660	68.53	6			0	0.00	non_pocket	
6GH9	apo	D6RCP7	0	6.1363	5	0.3712	68.19	6	11	0.000	4	0.67	pocket_supported	high
6GH9	apo	Q0WX57	0	6.1363	5	0.3873	67.71	6			0	0.00	non_pocket	
6GH9	apo	D6RBQ6	0	6.1363	5	0.4024	68.03	6	6	0.004	4	0.67	pocket_supported	high
6GH9	apo	D6R9N7	0	6.1325	5	0.3382	68.58	6			0	0.00	non_pocket	
6GH9	apo	C9J2P7	0	5.8440	5	0.3973	66.59	6			0	0.00	non_pocket	
6GH9	apo	Q8TEY7	0	5.7982	5	0.2134	70.08	9	2	0.192	2	0.22	pocket_supported	medium
6GH9	apo	D6RA61	0	5.3692	5	0.3533	68.54	6			0	0.00	non_pocket	
6GH9	apo	Q6R6M4	0	5.2297	5	0.4443	67.88	6			0	0.00	non_pocket	
6GH9	apo	Q9UPT9	0	5.2099	6	0.3700	83.12	6	10	0.003	4	0.67	pocket_supported	high
6GH9	apo	Q7RTZ2	0	4.9702	5	0.3957	67.51	6			0	0.00	non_pocket	
6GH9	apo	Q70EL3	0	4.4983	5	0.3472	80.88	5	6	0.013	2	0.40	pocket_supported	medium
6GH9	apo	Q70CQ4	0	4.3848	7	0.3498	57.02	9	5	0.120	2	0.22	pocket_supported	medium
6GH9	apo	O94782	0	4.1781	5	0.3938	59.65	6	2	0.119	4	0.67	pocket_supported	high
6GH9	apo	Q70EL4	0	4.0878	7	0.4114	60.35	10	5	0.068	1	0.10	pocket_supported	medium
6GH9	apo	P51784	0	4.0103	6	0.4040	78.27	11	8	0.101	3	0.27	pocket_supported	medium
6GH9	apo	Q14694	0	3.7201	4	0.4411	61.01	6	2	0.347	5	0.83	pocket_supported	high
6GH9	apo	Q9Y2K6	0	3.5641	5	0.1962	72.33	9	1	0.572	1	0.11	pocket_supported	medium
6GH9	apo	Q3LI54	0	3.2921	2	0.1017	51.44	4			0	0.00	non_pocket	
6GH9	apo	Q70EK9	0	3.2533	5	0.2546	68.43	6	2	0.141	1	0.17	pocket_supported	medium
6GH9	apo	P10619	0	3.2304	5	1.0382	94.61	9	1	0.732	1	0.11	pocket_supported	medium
6GH9	apo	P45974	0	3.1485	7	1.6148	80.65	11	1	0.678	4	0.36	pocket_supported	high
6GH9	apo	Q70CQ3	0	3.1065	4	1.5828	76.76	8	1	0.339	1	0.12	pocket_supported	medium
6GH9	apo	O00507	0	2.6866	5	0.2046	79.21	5			0	0.00	non_pocket	
6GH9	apo	P23945	0	2.6621	7	1.4049	81.74	9	9	0.026	1	0.11	pocket_supported	medium
6GH9	apo	P04181	0	2.6493	5	1.0941	94.20	8			0	0.00	non_pocket	
6GH9	apo	Q9NR23	0	2.6354	4	0.2756	82.65	6	4	0.036	1	0.17	pocket_supported	medium
6GH9	apo	O15123	0	2.5979	5	1.4037	83.96	12	2	0.012	1	0.08	pocket_supported	medium
6GH9	apo	P0C7I0	0	2.5906	4	0.4203	67.66	5			0	0.00	non_pocket	
6GH9	apo	A6NCW7	0	2.5762	4	0.4387	67.35	5			0	0.00	non_pocket	
6GH9	apo	P35125	0	2.5639	4	0.3740	65.67	5	1	0.806	3	0.60	pocket_supported	medium
6GH9	apo	Q9UMW8	0	2.5570	4	1.6571	83.49	5	1	0.171	1	0.20	pocket_supported	medium
6GH9	apo	Q9BXU7	0	2.5441	5	0.5157	59.96	6			0	0.00	non_pocket	
6GH9	apo	O60762	0	2.5120	4	1.3454	88.69	8			0	0.00	non_pocket	
6GH9	apo	Q86T82	0	2.4651	5	1.5396	62.79	8	9	0.025	1	0.12	pocket_supported	medium
6GH9	apo	A6NML5	0	2.3786	3	0.2833	74.84	4	1	0.705	1	0.25	pocket_supported	low
6GH9	apo	Q96RQ3	0	2.3750	5	0.1017	87.65	6	3	0.178	1	0.17	pocket_supported	medium
6GH9	apo	P51553	0	2.3586	4	2.3197	88.66	9	3	0.070	2	0.22	pocket_supported	medium
6GH9	apo	Q9BXJ0	0	2.3516	3	0.8926	79.71	9			0	0.00	non_pocket	
6GH9	apo	Q9BR39	0	2.3428	5	0.6888	64.06	18			0	0.00	non_pocket	
6GH9	apo	P02743	0	2.3393	4	0.7170	94.58	5	1	0.018	1	0.20	pocket_supported	medium
6GH9	apo	Q9NS18	0	2.3338	4	0.3105	82.15	4			0	0.00	non_pocket	
6GH9	apo	Q9BUU2	0	2.3039	5	2.0746	77.20	5	1	0.747	1	0.20	pocket_supported	medium
6GH9	apo	Q93008	0	2.2979	5	0.2095	79.55	5	38	0.005	3	0.60	pocket_supported	medium
6GH9	apo	P82980	0	2.2940	2	0.0000	96.83	0			0	0.00	non_pocket	
6GH9	apo	Q13242	0	2.2895	3	0.5465	69.42	7			0	0.00	non_pocket	
6GH9	apo	Q9H668	0	2.2727	4	1.0444	87.21	7			0	0.00	non_pocket	
6GH9	apo	Q9ULB1	0	2.2609	5	2.2137	82.04	15	7	0.061	2	0.13	pocket_supported	medium
6GH9	apo	Q32M88	0	2.2466	5	0.6852	91.28	9	5	0.065	1	0.11	pocket_supported	medium
6GH9	apo	Q69YN2	0	2.2369	6	1.2572	83.40	10	1	0.738	2	0.20	pocket_supported	medium
6GH9	apo	P51689	0	2.2281	5	0.8039	92.42	8	1	0.830	1	0.12	pocket_supported	medium
6GH9	apo	Q9BZZ5	0	2.2244	5	1.8079	84.53	5	5	0.014	1	0.20	pocket_supported	medium
6GH9	apo	Q3SYF9	0	2.1841	2	0.0872	50.55	4			0	0.00	non_pocket	
6GH9	apo	A8K4G0	0	2.1839	3	0.5542	79.59	4			0	0.00	non_pocket	
6GH9	apo	P15374	0	2.1788	3	0.2222	94.97	3	1	0.047	2	0.67	pocket_supported	medium
6GH9	apo	Q9H4B8	0	2.1626	4	2.4780	83.70	6	1	0.468	1	0.17	pocket_supported	medium
6GH9	apo	Q9BXJ3	0	2.1544	4	1.2898	85.59	14			0	0.00	non_pocket	
6GH9	apo	Q96LB8	0	2.1349	4	2.2074	81.92	7	2	0.166	2	0.29	pocket_supported	medium
6GH9	apo	A6NIE9	0	2.1258	3	0.2847	81.89	3	2	0.060	3	1.00	pocket_supported	medium
6GH9	apo	O75604	0	2.1240	4	1.5880	68.13	6	6	0.055	1	0.17	pocket_supported	medium
6GH9	apo	Q9P275	0	2.0520	4	1.5421	55.18	10			0	0.00	non_pocket	
6GH9	apo	P17927	0	2.0467	5	1.1347	65.18	26			0	0.00	non_pocket	
6GH9	apo	P98066	0	2.0162	4	2.2174	81.18	6			0	0.00	non_pocket	
6GH9	apo	Q5BKY6	0	2.0142	2	0.2542	60.01	4			0	0.00	non_pocket	
6GH9	apo	Q9HBJ7	0	2.0141	4	1.4315	58.72	6	2	0.403	5	0.83	pocket_supported	medium
6GH9	apo	Q53FA7	0	2.0077	4	0.8893	97.02	8	1	0.943	2	0.25	pocket_supported	medium
6GH9	apo	O14602	0	2.0008	2	0.4205	77.48	2			0	0.00	non_pocket	
6GH9	apo	Q6ZNC8	0	1.9996	4	1.2281	89.64	7	1	0.997	2	0.29	pocket_supported	medium
6GH9	apo	P51690	0	1.9933	6	1.8617	92.47	10	1	0.706	2	0.20	pocket_supported	medium
8HJE	holo	Q9UHP3	0	17.4888	14	0.9680	77.20	41	2	0.463	11	0.27	pocket_supported	medium
8HJE	holo	Q96RU2	1	17.3992	13	0.9162	73.07	27	3	0.151	6	0.22	is_self	
8HJE	apo	Q96RU2	1	31.7814	18	0.7135	73.07	163	3	0.151	8	0.05	is_self	
8HJE	apo	Q9UHP3	0	25.9401	18	0.9772	77.20	146	2	0.463	13	0.09	pocket_supported	medium
2XP2	holo	P29376	0	34.9875	15	0.3162	73.64	78	4	0.226	8	0.10	pocket_supported	medium
2XP2	holo	Q9UM73	1	30.6445	15	0.3206	68.19	139	2	0.685	12	0.09	is_self	
2XP2	holo	Q13882	0	22.9524	13	1.3170	88.82	47	1	0.696	11	0.23	pocket_supported	medium
2XP2	holo	P08922	0	22.7183	14	0.4047	72.22	187	5	0.463	14	0.07	pocket_supported	medium
2XP2	holo	P42685	0	19.3406	12	1.3880	83.16	32	1	0.835	11	0.34	pocket_supported	high
2XP2	holo	P41240	0	16.7903	12	1.5906	91.28	36	1	0.762	8	0.22	pocket_supported	medium
2XP2	holo	Q9H3Y6	0	16.5166	13	0.5253	83.29	31	1	0.750	10	0.32	pocket_supported	high
2XP2	holo	P42680	0	15.5104	14	0.5515	85.01	35	1	0.792	8	0.23	pocket_supported	medium
2XP2	holo	P06213	0	14.1372	14	1.7031	77.63	84	1	0.774	10	0.12	pocket_supported	medium
2XP2	holo	Q9Y2U5	0	13.7537	13	1.6308	67.72	31	1	0.746	10	0.32	pocket_supported	high
2XP2	holo	Q9HBH9	0	12.8860	14	1.8821	70.95	30	1	0.548	8	0.27	pocket_supported	medium
2XP2	holo	P16591	0	12.8192	14	0.6061	87.93	49	1	0.584	11	0.22	pocket_supported	medium
2XP2	holo	Q06418	0	12.6826	14	2.2301	74.77	77	1	0.763	9	0.12	pocket_supported	medium
2XP2	holo	P07332	0	12.6541	13	0.6535	89.35	57	1	0.562	8	0.14	pocket_supported	medium
2XP2	holo	O14965	0	12.4980	11	1.5944	75.06	30	2	0.564	11	0.37	pocket_supported	high
2XP2	holo	Q14289	0	12.0400	14	0.5775	76.21	73	1	0.772	12	0.16	pocket_supported	medium
2XP2	holo	P42684	0	11.8197	13	1.6415	59.23	67	1	0.677	11	0.16	pocket_supported	medium
2XP2	holo	P00519	0	11.2370	14	1.5896	63.41	78	1	0.742	10	0.13	pocket_supported	medium
2XP2	holo	P34947	0	10.8514	13	0.8215	90.36	42	1	0.784	9	0.21	pocket_supported	medium
2XP2	holo	P43403	0	10.0530	14	1.5149	84.89	81	1	0.861	10	0.12	pocket_supported	medium
2XP2	apo	P29376	0	31.9119	15	1.7976	73.64	99	4	0.226	4	0.04	pocket_supported	medium
2XP2	apo	Q9UM73	1	26.3529	15	0.3337	68.19	161	2	0.685	11	0.07	is_self	
2XP2	apo	P42685	0	16.2412	13	1.4407	83.16	27	1	0.835	10	0.37	pocket_supported	high
2XP2	apo	P08631	0	15.1888	14	0.8336	83.14	39	1	0.778	10	0.26	pocket_supported	medium
2XP2	apo	Q13882	0	14.9313	12	1.4389	88.82	28	1	0.696	10	0.36	pocket_supported	high
2XP2	apo	P07947	0	10.8339	11	1.5391	81.90	26	1	0.890	11	0.42	pocket_supported	high
2XP2	apo	P21802	0	10.6399	10	0.7261	73.92	18	1	0.847	10	0.56	pocket_supported	high
2XP2	apo	P08069	0	9.8860	14	2.4167	78.01	52	1	0.704	8	0.15	pocket_supported	medium
2XP2	apo	Q13163	0	9.8062	12	1.7125	78.52	24	1	0.912	10	0.42	pocket_supported	high
2XP2	apo	P07332	0	9.7680	12	0.8047	89.35	45	1	0.562	9	0.20	pocket_supported	medium
2XP2	apo	P00519	0	9.3443	14	1.6672	63.41	72	1	0.742	12	0.17	pocket_supported	medium
2Y05	holo	Q14914	1	10.4619	7	0.3806	97.43	11	1	0.946	5	0.45	is_self	
2Y05	holo	P0CJ73	0	3.9077	2	0.6381	70.29	2			0	0.00	non_pocket	
2Y05	holo	P48506	0	2.7055	6	0.8962	93.15	8	2	0.342	1	0.12	pocket_supported	medium
2Y05	holo	Q14563	0	2.6990	6	1.0697	84.75	13	4	0.137	3	0.23	pocket_supported	medium
2Y05	holo	P0C6T2	0	2.6531	2	0.2537	89.39	4			0	0.00	non_pocket	
2Y05	holo	O95992	0	2.5004	4	0.3042	91.73	6	4	0.067	1	0.17	pocket_supported	medium
2Y05	holo	P53816	0	2.4783	4	0.6999	75.50	5	2	0.064	2	0.40	pocket_supported	medium
2Y05	holo	Q96AA3	0	2.2950	4	0.7560	90.36	10	7	0.087	2	0.20	pocket_supported	medium
2Y05	holo	O43597	0	2.1975	4	1.7552	62.46	6			0	0.00	non_pocket	
2Y05	holo	P51793	0	2.1505	5	1.0931	84.82	11			0	0.00	non_pocket	
2Y05	holo	O94766	0	2.1009	3	0.2404	92.70	4			0	0.00	non_pocket	
2Y05	holo	P54710	0	2.0788	2	0.2131	75.78	2			0	0.00	non_pocket	
2Y05	holo	P51681	0	2.0408	2	1.2419	85.37	9	1	0.924	2	0.22	pocket_supported	medium
2Y05	holo	Q8NGF1	0	2.0232	4	0.1180	85.33	6	1	0.963	4	0.67	pocket_supported	medium
2Y05	holo	Q969R5	0	2.0166	5	1.1712	74.22	8	1	0.947	1	0.12	pocket_supported	medium
2Y05	holo	P04553	0	1.9852	2	0.3416	54.34	2			0	0.00	non_pocket	
2Y05	holo	Q96B96	0	1.9781	3	0.2695	80.02	4			0	0.00	non_pocket	
2Y05	holo	O14718	0	1.9695	5	0.2287	85.78	6	1	0.969	3	0.50	pocket_supported	medium
2Y05	holo	Q8NGP9	0	1.9522	3	2.4829	90.96	6	5	0.082	2	0.33	pocket_supported	medium
2Y05	holo	Q02928	0	1.9429	4	1.2199	91.25	7	1	0.988	1	0.14	pocket_supported	medium
2Y05	holo	Q5TCH4	0	1.9429	4	1.2291	89.31	8	1	0.974	2	0.25	pocket_supported	medium
2Y05	holo	P15516	0	1.9373	2	0.3721	65.78	2			0	0.00	non_pocket	
2Y05	holo	Q96PD6	0	1.9123	4	0.1644	94.08	4	1	0.968	1	0.25	pocket_supported	medium
2Y05	holo	Q02161	0	1.9107	5	2.0026	85.09	6	12	0.007	1	0.17	pocket_supported	medium
2Y05	holo	Q9H611	0	1.9085	4	1.0021	77.99	7	1	0.853	1	0.14	pocket_supported	medium
2Y05	holo	P58549	0	1.8882	2	0.2499	70.56	2			0	0.00	non_pocket	
2Y05	holo	O95025	0	1.8780	5	2.1672	84.22	7	2	0.567	1	0.14	pocket_supported	medium
2Y05	holo	Q9NUN5	0	1.8521	4	2.4232	83.83	8	1	0.691	2	0.25	pocket_supported	medium
2Y05	holo	P28223	0	1.8020	4	1.4324	73.73	8	1	0.976	3	0.38	pocket_supported	medium
2Y05	holo	P0DP73	0	1.8012	2	0.6177	82.42	2			0	0.00	non_pocket	
2Y05	holo	O75443	0	1.7974	7	0.8715	77.35	15	2	0.691	1	0.07	pocket_supported	medium
2Y05	holo	Q9UIY3	0	1.7783	3	0.2154	85.39	4			0	0.00	non_pocket	
2Y05	holo	Q96JW4	0	1.7618	3	0.1902	72.80	4	1	0.672	1	0.25	pocket_supported	low
2Y05	holo	P10147	0	1.7410	2	1.0546	89.10	3			0	0.00	non_pocket	
2Y05	holo	Q8NHW4	0	1.7410	2	2.0986	89.09	4			0	0.00	non_pocket	
2Y05	holo	P56704	0	1.7365	3	1.6206	88.48	5	1	0.427	1	0.20	pocket_supported	low
2Y05	holo	Q9H6D3	0	1.7346	4	1.0722	82.13	12	4	0.641	4	0.33	pocket_supported	medium
2Y05	holo	P16619	0	1.7316	2	1.0956	89.62	3			0	0.00	non_pocket	
2Y05	holo	A6NEQ0	0	1.7303	3	0.2280	50.58	6			0	0.00	non_pocket	
2Y05	holo	Q8TB37	0	1.7294	4	1.0514	84.87	4			0	0.00	non_pocket	
2Y05	holo	P56703	0	1.7292	3	1.6405	88.42	5	1	0.228	1	0.20	pocket_supported	low
2Y05	holo	Q9H6F2	0	1.7041	3	1.3880	80.48	8	1	0.885	4	0.50	pocket_supported	medium
2Y05	apo	Q14914	1	5.6314	7	0.4416	97.43	7	1	0.946	4	0.57	is_self	
2Y05	apo	P0CJ73	0	3.9077	2	0.6546	70.29	2			0	0.00	non_pocket	
2Y05	apo	Q9Y5P0	0	2.9096	4	1.3399	88.26	6	1	0.918	1	0.17	pocket_supported	medium
2Y05	apo	Q8IY34	0	2.7280	6	1.6585	80.79	13	6	0.053	2	0.15	pocket_supported	medium
2Y05	apo	P0C6T2	0	2.6531	2	1.3775	89.39	5			0	0.00	non_pocket	
2Y05	apo	Q9H902	0	2.6256	4	1.0429	67.24	5	2	0.041	2	0.40	pocket_supported	medium
2Y05	apo	P16435	0	2.5933	7	2.4845	91.11	11	1	0.904	3	0.27	pocket_supported	medium
2Y05	apo	Q9BVA6	0	2.5201	3	0.8286	83.59	11	1	0.781	4	0.36	pocket_supported	medium
2Y05	apo	B4E2M5	0	2.3083	3	0.2989	85.16	2			0	0.00	non_pocket	
2Y05	apo	Q9Y3D9	0	2.3011	3	1.4146	77.42	6	1	0.014	1	0.17	pocket_supported	low
2Y05	apo	P50395	0	2.2806	5	1.6019	93.73	8			0	0.00	non_pocket	
2Y05	apo	Q93009	0	2.2793	7	1.9309	86.27	12	3	0.255	1	0.08	pocket_supported	medium
2Y05	apo	P49683	0	2.1795	5	0.7979	80.59	9	8	0.009	1	0.11	pocket_supported	medium
2Y05	apo	Q15493	0	2.1725	3	2.2455	98.02	3	2	0.178	1	0.33	pocket_supported	low
2Y05	apo	P48506	0	2.1485	5	0.2781	93.15	8	2	0.342	2	0.25	pocket_supported	medium
2Y05	apo	P20155	0	2.1130	2	1.0513	85.81	2			0	0.00	non_pocket	
2Y05	apo	P08709	0	2.0710	3	0.0780	82.17	6	3	0.199	1	0.17	pocket_supported	low
2Y05	apo	Q9ULC3	0	2.0161	4	1.3801	79.65	5	1	0.419	1	0.20	pocket_supported	medium
2Y05	apo	Q86VE9	0	2.0158	3	0.9074	77.63	6	2	0.506	1	0.17	pocket_supported	low
2Y05	apo	Q6ZNF0	0	1.9857	4	1.8217	93.79	5			0	0.00	non_pocket	
2Y05	apo	P04553	0	1.9852	2	0.2244	54.34	2			0	0.00	non_pocket	
2Y05	apo	Q96B96	0	1.9781	3	0.2631	80.02	4			0	0.00	non_pocket	
2Y05	apo	Q6PKH6	0	1.9741	2	0.2990	85.93	2			0	0.00	non_pocket	
2Y05	apo	Q3V5L5	0	1.9648	6	1.3425	82.07	10	5	0.263	3	0.30	pocket_supported	medium
2Y05	apo	P34981	0	1.9314	4	1.3309	79.65	9	1	0.841	2	0.22	pocket_supported	medium
2Y05	apo	Q9BYT9	0	1.9286	5	1.3974	75.85	14	6	0.298	3	0.21	pocket_supported	medium
2Y05	apo	Q16678	0	1.9229	4	0.8531	92.21	4	1	0.975	1	0.25	pocket_supported	medium
2Y05	apo	Q9H6D3	0	1.9174	4	1.1571	82.13	10	4	0.641	4	0.40	pocket_supported	medium
2Y05	apo	Q96PD6	0	1.9123	4	0.2155	94.08	4	1	0.968	1	0.25	pocket_supported	medium
2Y05	apo	Q8NH49	0	1.9102	4	1.0136	88.05	5	1	0.818	1	0.20	pocket_supported	medium
2Y05	apo	Q6IE37	0	1.9090	4	1.1312	65.24	11	2	0.509	3	0.27	pocket_supported	medium
2Y05	apo	Q96AM1	0	1.8846	3	0.3707	79.97	2	4	0.088	1	0.50	pocket_supported	low
2Y05	apo	Q969Q4	0	1.8768	4	1.2379	87.64	6			0	0.00	non_pocket	
2Y05	apo	Q9Y2C3	0	1.8659	4	0.0825	92.77	4	1	0.842	2	0.50	pocket_supported	medium
2Y05	apo	O95985	0	1.8524	5	2.3453	90.19	11	1	0.239	1	0.09	pocket_supported	medium
2Y05	apo	A6NE02	0	1.8453	4	0.4618	84.68	6			0	0.00	non_pocket	
2Y05	apo	Q8WXI2	0	1.8268	5	0.3042	57.34	6			0	0.00	non_pocket	
7AXA	holo	O75469	1	32.4436	12	0.7331	85.47	36	1	0.977	13	0.36	is_self	
7AXA	apo	O75469	1	49.8967	13	0.2916	85.47	24	1	0.977	11	0.46	is_self	
1AVN	holo	P00918	1	3.4022	4	0.2402	97.59	4	1	0.810	4	1.00	is_self	
1AVN	holo	P43166	0	2.9340	3	0.3120	97.25	3	1	0.846	3	1.00	pocket_supported	medium
1AVN	holo	Q8N1Q1	0	2.4854	3	0.3314	96.98	3	1	0.825	3	1.00	pocket_supported	medium
1AVN	holo	Q16790	0	2.1602	3	0.2733	76.58	3	1	0.875	3	1.00	pocket_supported	medium
1AVN	holo	Q8NA42	0	2.0633	3	0.3088	73.56	4			0	0.00	non_pocket	
1AVN	holo	Q9ULX7	0	1.7894	3	0.2230	90.68	3	1	0.910	3	1.00	pocket_supported	medium
1AVN	holo	Q9NXB0	0	1.6827	3	0.2865	73.58	4			0	0.00	non_pocket	
1AVN	holo	Q14210	0	1.6569	2	0.9315	79.14	2	1	0.081	1	0.50	pocket_supported	low
1AVN	holo	A4QPB2	0	1.6281	2	0.3956	85.09	4			0	0.00	non_pocket	
1AVN	holo	Q9Y221	0	1.6013	2	1.2004	93.78	2	1	0.028	1	0.50	pocket_supported	low
1AVN	holo	Q969L2	0	1.5859	2	0.6907	84.96	2			0	0.00	non_pocket	
1AVN	holo	P47874	0	1.5357	2	0.3352	95.11	2			0	0.00	non_pocket	
1AVN	holo	P49427	0	1.4997	2	0.4192	85.11	2	1	0.285	1	0.50	pocket_supported	low
1AVN	holo	Q9NXJ5	0	1.4861	2	0.3578	93.83	2			0	0.00	non_pocket	
1AVN	holo	Q8WVN6	0	1.4630	2	0.1574	74.78	2			0	0.00	non_pocket	
1AVN	holo	Q9UHF5	0	1.4614	2	0.2881	78.61	2			0	0.00	non_pocket	
1AVN	holo	Q9UKQ9	0	1.4571	2	0.6543	91.33	2	1	0.530	1	0.50	pocket_supported	low
1AVN	holo	O95881	0	1.4293	2	0.3732	87.50	2			0	0.00	non_pocket	
1AVN	holo	P04080	0	1.4282	2	0.8504	96.02	2			0	0.00	non_pocket	
1AVN	holo	Q92624	0	1.4225	3	0.3426	93.39	2	1	0.988	1	0.50	pocket_supported	low
1AVN	holo	O00628	0	1.3718	2	1.0191	95.08	2			0	0.00	non_pocket	
1AVN	holo	O95050	0	1.3247	2	0.6290	97.07	2			0	0.00	non_pocket	
1AVN	holo	Q9UBV8	0	1.3060	2	0.2618	73.39	2			0	0.00	non_pocket	
1AVN	holo	P10767	0	1.2998	2	0.3619	78.50	2			0	0.00	non_pocket	
1AVN	holo	A6NED2	0	1.2714	2	0.9774	87.15	2			0	0.00	non_pocket	
1AVN	holo	Q5NE16	0	1.2696	2	0.9055	50.06	2			0	0.00	non_pocket	
1AVN	holo	Q8NH63	0	1.2665	2	0.3286	84.69	2			0	0.00	non_pocket	
1AVN	holo	Q9H6E4	0	1.2387	2	0.7816	82.93	2	5	0.014	1	0.50	pocket_supported	low
1AVN	holo	Q8WWZ8	0	1.2315	3	1.1905	78.99	6	4	0.071	2	0.33	pocket_supported	medium
1AVN	holo	Q9Y210	0	1.1945	2	0.4990	76.70	3	5	0.063	1	0.33	pocket_supported	low
1AVN	holo	Q9NUS5	0	1.1908	2	0.6839	80.29	2	1	0.069	1	0.50	pocket_supported	low
1AVN	holo	Q1W4C9	0	1.1723	2	0.4604	87.38	2			0	0.00	non_pocket	
1AVN	holo	Q16563	0	1.1707	2	0.3459	82.67	2			0	0.00	non_pocket	
