query_target	query_conf	hit_uniprot	is_self	idf	node_count	min_rmsd	plddt	n_matched	best_pocket_rank	best_pocket_prob	overlap_count	overlap_frac	status	confidence
1AVN	holo	Q16790	0	2.1602	3	0.2733	76.58	3	1	0.875	3	1.00	pocket_supported	medium
1AVN	holo	Q9ULX7	0	1.7894	3	0.2230	90.68	3	1	0.910	3	1.00	pocket_supported	medium
1AVN	holo	Q14210	0	1.6569	2	0.9315	79.14	2	1	0.081	1	0.50	pocket_supported	low
1AVN	holo	Q9Y221	0	1.6013	2	1.2004	93.78	2	1	0.028	1	0.50	pocket_supported	low
1AVN	holo	P49427	0	1.4997	2	0.4192	85.11	2	1	0.285	1	0.50	pocket_supported	low
1AVN	holo	Q9UKQ9	0	1.4571	2	0.6543	91.33	2	1	0.530	1	0.50	pocket_supported	low
1AVN	holo	Q92624	0	1.4225	3	0.3426	93.39	2	1	0.988	1	0.50	pocket_supported	low
1AVN	holo	Q9H6E4	0	1.2387	2	0.7816	82.93	2	5	0.014	1	0.50	pocket_supported	low
1AVN	holo	Q8WWZ8	0	1.2315	3	1.1905	78.99	6	4	0.071	2	0.33	pocket_supported	medium
1AVN	holo	Q9Y210	0	1.1945	2	0.4990	76.70	3	5	0.063	1	0.33	pocket_supported	low
1AVN	holo	Q9NUS5	0	1.1908	2	0.6839	80.29	2	1	0.069	1	0.50	pocket_supported	low
1AVN	holo	Q15691	0	1.1451	2	0.2268	80.24	2	3	0.021	2	1.00	pocket_supported	medium
1AVN	holo	Q5BJH2	0	1.1272	2	0.4957	69.04	2	4	0.015	1	0.50	pocket_supported	low
1AVN	holo	P30039	0	1.1046	2	0.6822	95.39	2	3	0.003	1	0.50	pocket_supported	low
1AVN	holo	Q96L15	0	1.1044	2	0.5001	88.53	2	1	0.710	2	1.00	pocket_supported	medium
1AVN	holo	Q9UHC9	0	1.0938	3	0.1823	84.17	4	2	0.979	1	0.25	pocket_supported	low
1AVN	holo	Q9HD67	0	1.0770	4	1.4415	76.51	9	9	0.160	2	0.22	pocket_supported	medium
1AVN	holo	O95757	0	1.0693	3	0.3506	86.04	4	5	0.054	2	0.50	pocket_supported	medium
1AVN	holo	Q8N4P3	0	1.0568	2	0.5569	98.10	2	1	0.895	1	0.50	pocket_supported	low
1AVN	holo	Q6UB28	0	1.0242	2	0.6542	88.74	2	6	0.006	1	0.50	pocket_supported	low
1AVN	holo	Q9GZQ8	0	1.0166	2	0.1875	91.49	2	1	0.045	1	0.50	pocket_supported	low
1AVN	holo	Q96S79	0	1.0162	2	0.3510	86.77	2	3	0.018	2	1.00	pocket_supported	medium
1AVN	holo	Q7L7X3	0	1.0161	3	0.6379	76.18	4	2	0.566	1	0.25	pocket_supported	low
1AVN	holo	O43529	0	0.9935	2	0.7551	86.15	2	1	0.900	2	1.00	pocket_supported	medium
1AVN	holo	Q9BVM2	0	0.9924	2	1.1604	89.23	2	1	0.213	1	0.50	pocket_supported	low
1AVN	holo	Q86X24	0	0.9878	2	0.3273	65.72	2	2	0.036	1	0.50	pocket_supported	low
1AVN	holo	Q14249	0	0.9772	2	0.5171	84.32	2	2	0.223	1	0.50	pocket_supported	low
1AVN	holo	Q16795	0	0.9654	2	0.9340	89.70	2	1	0.785	1	0.50	pocket_supported	low
1AVN	holo	Q9Y3A3	0	0.9426	2	0.8787	90.80	2	1	0.079	1	0.50	pocket_supported	low
1AVN	holo	Q8TDW0	0	0.9413	3	0.3179	83.40	4	2	0.183	2	0.50	pocket_supported	medium
1AVN	holo	Q3MIS6	0	0.9371	2	0.2797	70.87	2	4	0.006	1	0.50	pocket_supported	low
1AVN	holo	O00270	0	0.9350	2	0.8679	83.18	2	2	0.124	1	0.50	pocket_supported	low
1AVN	holo	H0Y354	0	0.9311	2	0.4223	85.42	2	1	0.873	2	1.00	pocket_supported	medium
1AVN	holo	Q96PU8	0	0.9119	2	0.7062	68.71	2	2	0.007	1	0.50	pocket_supported	low
1AVN	holo	Q9P212	0	0.9040	3	0.2930	60.44	4	2	0.732	1	0.25	pocket_supported	low
1AVN	apo	P43166	0	2.9340	3	0.1147	97.25	3	1	0.846	3	1.00	pocket_supported	medium
1AVN	apo	Q16790	0	2.1602	3	0.1277	76.58	3	1	0.875	3	1.00	pocket_supported	medium
1AVN	apo	O14977	0	1.7161	4	0.5778	88.30	4	1	0.896	1	0.25	pocket_supported	medium
1AVN	apo	Q6L9T8	0	1.4639	2	0.2299	84.81	2	1	0.916	2	1.00	pocket_supported	medium
1AVN	apo	Q8TCU3	0	1.3485	2	0.2422	88.19	4	2	0.525	1	0.25	pocket_supported	low
1AVN	apo	Q8N1Q1	0	1.2037	2	0.3373	96.98	3	1	0.825	3	1.00	pocket_supported	medium
1AVN	apo	Q9Y210	0	1.1945	2	0.5410	76.70	3	5	0.063	1	0.33	pocket_supported	low
1AVN	apo	Q9NUS5	0	1.1908	2	0.6998	80.29	2	1	0.069	1	0.50	pocket_supported	low
1AVN	apo	Q6UWP2	0	1.1460	2	0.3512	97.78	2	1	0.978	1	0.50	pocket_supported	low
1AVN	apo	Q96L15	0	1.1044	2	0.4030	88.53	2	1	0.710	2	1.00	pocket_supported	medium
1AVN	apo	Q5TC12	0	1.0826	2	0.2846	74.64	2	1	0.626	1	0.50	pocket_supported	low
1AVN	apo	O95757	0	1.0693	3	0.2909	86.04	4	5	0.054	2	0.50	pocket_supported	medium
1AVN	apo	Q9GZQ8	0	1.0166	2	0.2182	91.49	2	1	0.045	1	0.50	pocket_supported	low
1AVN	apo	Q7L7X3	0	1.0161	3	0.6316	76.18	4	2	0.566	1	0.25	pocket_supported	low
1AVN	apo	Q86X24	0	0.9878	2	0.3528	65.72	2	2	0.036	1	0.50	pocket_supported	low
1AVN	apo	Q14249	0	0.9772	2	0.5282	84.32	2	2	0.223	1	0.50	pocket_supported	low
1AVN	apo	Q8NET6	0	0.9677	2	1.3410	86.60	3	1	0.806	1	0.33	pocket_supported	low
1AVN	apo	Q8NBZ7	0	0.9567	2	0.7983	89.73	2	3	0.014	1	0.50	pocket_supported	low
1AVN	apo	Q8TDW0	0	0.9413	3	0.2347	83.40	4	2	0.183	2	0.50	pocket_supported	medium
1AVN	apo	O00270	0	0.9350	2	0.8097	83.18	2	2	0.124	1	0.50	pocket_supported	low
1AVN	apo	H0Y354	0	0.9311	2	0.2003	85.42	2	1	0.873	2	1.00	pocket_supported	medium
1AVN	apo	Q96PU8	0	0.9119	2	0.7187	68.71	2	2	0.007	1	0.50	pocket_supported	low
1AVN	apo	Q9P212	0	0.9040	3	0.2113	60.44	4	2	0.732	1	0.25	pocket_supported	low
1AVN	apo	O00755	0	0.9014	2	0.7596	88.67	2	2	0.207	2	1.00	pocket_supported	medium
1AVN	apo	P56706	0	0.9014	2	0.7626	90.74	2	2	0.189	2	1.00	pocket_supported	medium
1AVN	apo	Q96QH8	0	0.9014	2	1.8347	90.89	3	1	0.378	1	0.33	pocket_supported	low
1AVN	apo	P54198	0	0.8932	3	0.2920	74.35	4	7	0.086	1	0.25	pocket_supported	low
1AVN	apo	Q496H8	0	0.8848	2	0.2382	73.04	2	1	0.156	1	0.50	pocket_supported	low
1AVN	apo	Q15043	0	0.8839	2	0.6192	73.59	2	8	0.023	1	0.50	pocket_supported	low
1AVN	apo	Q9Y2C4	0	0.8778	2	0.5277	88.02	2	1	0.659	1	0.50	pocket_supported	low
1AVN	apo	A8K855	0	0.8776	2	0.3803	80.29	2	16	0.004	1	0.50	pocket_supported	low
1AVN	apo	O43174	0	0.8740	2	1.0272	89.33	2	1	0.992	1	0.50	pocket_supported	low
7XPY	holo	A8MUZ8	0	3.8945	6	0.1399	67.31	10	1	0.046	2	0.20	pocket_supported	medium
7XPY	holo	P35813	0	3.5661	6	1.1795	94.50	8	4	0.008	1	0.12	pocket_supported	medium
7XPY	holo	Q07954	0	2.9847	7	2.0317	77.82	26	5	0.410	4	0.15	pocket_supported	medium
7XPY	holo	Q86V85	0	2.7397	5	0.2485	81.25	2	10	0.008	1	0.50	pocket_supported	medium
7XPY	holo	Q14114	0	2.5245	5	1.0121	72.50	14	2	0.204	1	0.07	pocket_supported	medium
7XPY	holo	Q9BXR0	0	2.4697	5	0.6530	93.75	8	7	0.050	2	0.25	pocket_supported	medium
7XPY	holo	Q96EM0	0	2.3797	4	0.2413	96.06	6	1	0.358	1	0.17	pocket_supported	medium
7XPY	holo	Q4G1C9	0	2.3418	6	2.2955	85.36	9	3	0.036	2	0.22	pocket_supported	medium
7XPY	holo	Q6NSJ0	0	2.2291	5	0.2612	90.34	6	1	0.682	1	0.17	pocket_supported	medium
7XPY	holo	Q6N063	0	2.2107	5	0.8467	93.70	7	3	0.122	2	0.29	pocket_supported	medium
7XPY	holo	O95868	0	2.2097	2	1.0055	66.09	3	1	0.212	1	0.33	pocket_supported	low
7XPY	holo	A0A2R8YCY7	0	2.1110	3	1.5785	94.32	6	1	0.090	2	0.33	pocket_supported	medium
7XPY	holo	Q9H825	0	2.0988	6	0.5702	73.09	8	1	0.911	2	0.25	pocket_supported	medium
7XPY	holo	Q9Y4K0	0	2.0929	6	1.5546	86.12	8	2	0.618	1	0.12	pocket_supported	medium
7XPY	holo	Q3ZCN5	0	2.0919	6	1.2811	72.00	23	3	0.557	1	0.04	pocket_supported	medium
7XPY	holo	P0C263	0	2.0905	4	1.2294	89.58	2	4	0.056	2	1.00	pocket_supported	medium
7XPY	holo	Q6ZSI9	0	2.0533	6	0.1370	86.04	6	6	0.206	1	0.17	pocket_supported	medium
7XPY	holo	Q9NQT5	0	2.0431	5	0.2414	79.35	6	2	0.003	1	0.17	pocket_supported	medium
7XPY	holo	Q8IYB1	0	2.0391	4	1.6172	83.56	5	2	0.832	3	0.60	pocket_supported	medium
7XPY	holo	Q9UPT9	0	2.0388	7	1.5077	83.12	10	1	0.138	1	0.10	pocket_supported	medium
7XPY	holo	Q86SR1	0	2.0098	4	0.5241	90.77	8	5	0.032	2	0.25	pocket_supported	medium
7XPY	holo	Q13085	0	1.9551	6	2.0050	82.78	20	1	0.969	1	0.05	pocket_supported	medium
7XPY	holo	P04818	0	1.9489	4	1.4580	93.87	6	1	0.937	4	0.67	pocket_supported	medium
7XPY	holo	O14787	0	1.9487	6	0.8820	91.25	10	2	0.489	2	0.20	pocket_supported	medium
7XPY	apo	Q17RY6	0	5.2438	7	1.8020	72.75	9	2	0.003	1	0.11	pocket_supported	medium
7XPY	apo	Q9UFF9	0	4.4012	7	1.2882	90.03	11	4	0.037	3	0.27	pocket_supported	medium
7XPY	apo	Q6FI81	0	3.5382	9	1.9058	80.15	15	1	0.127	1	0.07	pocket_supported	medium
7XPY	apo	P01717	0	3.5268	4	1.5976	89.50	6	1	0.017	1	0.17	pocket_supported	medium
7XPY	apo	P00746	0	3.3899	7	1.4296	91.17	9	2	0.051	1	0.11	pocket_supported	medium
7XPY	apo	P09758	0	3.3531	4	1.1231	82.68	11	2	0.067	3	0.27	pocket_supported	medium
7XPY	apo	Q8TF64	0	3.3139	6	0.9657	84.93	10	1	0.352	2	0.20	pocket_supported	medium
7XPY	apo	O75096	0	3.2956	9	2.2713	77.10	33	25	0.017	2	0.06	pocket_supported	medium
7XPY	apo	Q86TL0	0	3.2923	9	2.0603	77.36	29	1	0.366	2	0.07	pocket_supported	medium
7XPY	apo	P53992	0	3.2048	7	0.9423	79.02	20	4	0.231	1	0.05	pocket_supported	medium
7XPY	apo	O43684	0	3.1941	7	1.5369	95.98	10	1	0.904	2	0.20	pocket_supported	medium
7XPY	apo	P28329	0	3.1701	8	0.4763	83.94	13	1	0.989	1	0.08	pocket_supported	medium
7XPY	apo	O14757	0	3.1519	6	0.9012	76.10	11	3	0.390	2	0.18	pocket_supported	medium
7XPY	apo	P0C263	0	3.1359	9	0.6779	89.58	16	4	0.056	2	0.12	pocket_supported	medium
7XPY	apo	Q9NXG6	0	3.1113	6	1.1013	81.06	14	6	0.109	3	0.21	pocket_supported	medium
7XPY	apo	O14841	0	3.0749	8	2.3773	87.89	42	1	0.991	3	0.07	pocket_supported	medium
7XPY	apo	P22105	0	2.9490	6	1.8811	74.17	38	4	0.021	3	0.08	pocket_supported	medium
7XPY	apo	P00736	0	2.9325	8	1.4704	87.00	23	3	0.135	2	0.09	pocket_supported	medium
7XPY	apo	A0PJX8	0	2.9302	6	1.7660	77.93	11	3	0.258	2	0.18	pocket_supported	medium
6YG2	holo	Q8TDV2	0	5.1167	7	2.4092	72.84	19	1	0.971	1	0.05	pocket_supported	medium
6YG2	holo	O95711	0	4.9763	7	1.5876	87.40	14	1	0.991	7	0.50	pocket_supported	high
6YG2	holo	O00764	0	4.9454	8	1.1462	96.01	11	1	0.966	2	0.18	pocket_supported	medium
6YG2	holo	P43246	0	4.6070	11	1.6335	85.30	35	3	0.158	2	0.06	pocket_supported	medium
6YG2	holo	Q02338	0	4.3841	9	1.1270	86.97	18	1	0.939	6	0.33	pocket_supported	high
6YG2	holo	Q9NUJ1	0	4.3070	9	1.8923	86.69	21	2	0.121	3	0.14	pocket_supported	medium
6YG2	holo	Q8N436	0	4.2624	11	1.4890	82.41	22	1	0.935	2	0.09	pocket_supported	medium
6YG2	holo	P49761	0	4.2070	8	1.4460	79.03	20	1	0.666	4	0.20	pocket_supported	medium
6YG2	holo	Q9Y2Z4	0	4.1872	10	2.4761	87.24	27	6	0.045	2	0.07	pocket_supported	medium
6YG2	holo	Q7RTM1	0	4.1614	7	2.3505	75.76	25	3	0.831	3	0.12	pocket_supported	medium
6YG2	apo	Q99677	0	4.7865	8	1.1420	82.59	18	1	0.972	3	0.17	pocket_supported	medium
6YG2	apo	Q92546	0	4.6280	8	1.0122	85.42	20	1	0.125	1	0.05	pocket_supported	medium
6YG2	apo	P36537	0	4.5494	9	1.0440	92.38	22	1	0.991	5	0.23	pocket_supported	medium
4ODR	holo	Q5VVH2	0	22.5480	8	0.5094	95.26	8	1	0.345	7	0.88	pocket_supported	high
4ODR	holo	Q00688	0	9.7715	7	2.3134	77.28	9	1	0.309	6	0.67	pocket_supported	medium
4ODR	apo	P68106	0	8.4706	5	0.4326	95.15	5	1	0.346	4	0.80	pocket_supported	high
4ODR	apo	Q5VVH2	0	6.3593	4	0.3339	95.26	5	1	0.345	4	0.80	pocket_supported	high
3TC5	holo	Q99584	0	4.0153	4	0.8890	80.86	7	1	0.022	1	0.14	pocket_supported	medium
3TC5	holo	Q9C0B2	0	3.8460	12	2.1689	69.31	44	3	0.008	3	0.07	pocket_supported	medium
3TC5	apo	P61026	0	4.1239	5	1.2122	85.72	10	1	0.607	2	0.20	pocket_supported	medium
3TC5	apo	Q8WZA2	0	3.3749	10	1.3959	87.00	31	17	0.062	2	0.06	pocket_supported	medium
3TC5	apo	Q9H6R3	0	3.0421	7	1.2227	86.99	15	2	0.425	1	0.07	pocket_supported	medium
3TC5	apo	Q15286	0	3.0324	6	2.1527	89.38	11	1	0.439	1	0.09	pocket_supported	medium
3TC5	apo	Q8IZ81	0	2.9953	7	0.8708	94.73	13	2	0.113	2	0.15	pocket_supported	medium
3TC5	apo	Q5T5M9	0	2.9214	5	1.9923	72.72	13	5	0.025	1	0.08	pocket_supported	medium
3TC5	apo	P47224	0	2.8977	4	0.4883	89.80	4	1	0.011	2	0.50	pocket_supported	medium
3TC5	apo	Q5JTH9	0	2.7452	6	2.1631	78.66	31	1	0.357	1	0.03	pocket_supported	medium
3TC5	apo	Q14714	0	2.7423	6	1.2325	74.10	7	2	0.202	1	0.14	pocket_supported	medium
3TC5	apo	Q9NS00	0	2.7325	6	1.1292	88.17	8	1	0.941	2	0.25	pocket_supported	medium
3TC5	apo	Q9Y2G3	0	2.6278	8	1.7582	81.73	16	1	0.776	1	0.06	pocket_supported	medium
4R7L	holo	Q9H4A4	0	36.6987	14	0.5980	94.62	43	1	0.970	11	0.26	pocket_supported	medium
4R7L	holo	Q9BQ65	0	3.9203	7	0.6012	83.19	12	1	0.938	4	0.33	pocket_supported	high
4R7L	apo	P46093	0	3.6833	6	2.4919	80.71	8	1	0.589	2	0.25	pocket_supported	medium
9XRI	holo	P30086	0	5.7000	9	0.6472	97.35	11	1	0.781	3	0.27	pocket_supported	medium
9XRI	holo	O15067	0	4.8558	10	2.1400	92.28	49	1	0.993	7	0.14	pocket_supported	medium
9XRI	holo	Q9H1C4	0	4.7404	7	0.6920	79.56	23	1	0.966	1	0.04	pocket_supported	medium
9XRI	holo	P55157	0	4.3688	10	1.7701	86.55	29	7	0.147	1	0.03	pocket_supported	medium
9XRI	holo	P22102	0	4.1646	9	2.3047	92.74	34	2	0.807	4	0.12	pocket_supported	medium
9XRI	holo	Q8WVM0	0	3.9854	7	1.1302	91.96	16	5	0.014	1	0.06	pocket_supported	medium
9XRI	holo	Q9HBY0	0	3.9096	9	1.0591	89.73	16	12	0.045	2	0.12	pocket_supported	medium
9XRI	holo	P08069	0	3.7862	9	2.4239	78.01	31	15	0.005	2	0.06	pocket_supported	medium
9XRI	holo	A4D126	0	3.7673	8	0.5674	87.98	12	2	0.008	1	0.08	pocket_supported	medium
9XRI	holo	Q99613	0	3.7022	9	1.2305	71.26	20	1	0.815	1	0.05	pocket_supported	medium
9XRI	holo	Q92736	0	3.6892	10	1.8370	82.86	32	2	0.667	4	0.12	pocket_supported	medium
9XRI	holo	Q7KZF4	0	3.6704	11	1.8255	89.95	27	2	0.310	2	0.07	pocket_supported	medium
9XRI	holo	Q9C019	0	3.6496	8	1.3952	83.89	20	1	0.126	1	0.05	pocket_supported	medium
9XRI	holo	Q96T53	0	3.6488	7	1.6123	88.71	13	1	0.993	4	0.31	pocket_supported	high
9XRI	holo	O75691	0	3.6434	9	1.6216	84.27	33	19	0.008	3	0.09	pocket_supported	medium
9XRI	apo	P22061	0	4.5716	6	2.2938	96.33	13	1	0.877	5	0.38	pocket_supported	medium
9XRI	apo	Q16539	0	4.0018	7	1.6436	89.78	13	1	0.578	2	0.15	pocket_supported	medium
9XRI	apo	Q9UQ16	0	3.6221	7	2.3360	77.34	20	1	0.662	1	0.05	pocket_supported	medium
9XRI	apo	Q14397	0	3.5890	8	0.8956	93.29	19	1	0.759	2	0.11	pocket_supported	medium
9XRI	apo	P00558	0	3.5058	8	1.9950	96.43	16	3	0.225	1	0.06	pocket_supported	medium
9XRI	apo	Q15029	0	3.3787	8	2.4428	89.92	28	2	0.798	4	0.14	pocket_supported	medium
9XRI	apo	Q9BRQ8	0	3.2833	6	2.1658	95.71	14	1	0.992	1	0.07	pocket_supported	medium
9XRI	apo	Q8NGB9	0	3.1531	5	0.9763	87.56	9	1	0.964	3	0.33	pocket_supported	high
9XRI	apo	A0A2R8YED5	0	3.1311	6	2.4207	89.08	11	1	0.896	4	0.36	pocket_supported	medium
9XRI	apo	Q32NB8	0	3.1004	8	2.3289	85.22	16	1	0.839	1	0.06	pocket_supported	medium
9XRI	apo	Q8NCR0	0	3.0715	7	1.9359	86.33	18	6	0.026	3	0.17	pocket_supported	medium
9XRI	apo	P54802	0	3.0492	8	0.8043	96.81	17	3	0.579	1	0.06	pocket_supported	medium
9XRI	apo	O96009	0	3.0422	6	0.3461	82.40	11	2	0.075	1	0.09	pocket_supported	medium
9XRI	apo	Q6ZNJ1	0	3.0266	7	2.0560	75.89	34	12	0.102	3	0.09	pocket_supported	medium
9XRI	apo	Q9NTJ5	0	2.9699	7	0.5489	90.75	14	1	0.563	1	0.07	pocket_supported	medium
9XRI	apo	Q96F10	0	2.9688	3	2.0123	94.15	6	1	0.854	2	0.33	pocket_supported	medium
9XRI	apo	Q8WV44	0	2.9518	6	1.4777	72.78	18	1	0.305	2	0.11	pocket_supported	medium
9XRI	apo	O15105	0	2.9365	7	1.4586	73.03	13	1	0.376	1	0.08	pocket_supported	medium
9XRI	apo	Q14697	0	2.9231	8	1.1195	92.98	16	8	0.038	2	0.12	pocket_supported	medium
9XRI	apo	O75635	0	2.9025	6	2.1354	89.25	13	1	0.012	1	0.08	pocket_supported	medium
9XRI	apo	Q92819	0	2.8692	6	1.4501	90.55	12	1	0.998	2	0.17	pocket_supported	medium
9XRI	apo	O43299	0	2.8648	6	1.1423	84.89	16	5	0.021	3	0.19	pocket_supported	medium
9XRI	apo	Q9NZP8	0	2.8484	6	0.8997	77.13	12	1	0.386	1	0.08	pocket_supported	medium
9XRI	apo	Q8NGY0	0	2.8320	6	0.3562	86.85	4	1	0.957	3	0.75	pocket_supported	medium
9XRI	apo	Q6P2M8	0	2.8295	7	0.1525	81.86	6	7	0.023	1	0.17	pocket_supported	medium
9XRI	apo	Q86XT9	0	2.8195	5	0.1296	67.95	4	1	0.307	1	0.25	pocket_supported	medium
9XRI	apo	P58173	0	2.8107	6	0.9227	88.08	7	1	0.927	3	0.43	pocket_supported	medium
9XRI	apo	P01570	0	2.7990	5	0.6655	84.64	11	1	0.037	1	0.09	pocket_supported	medium
